prov_id,prov,dep,dep_id,gdppc1990,gdppc1991,gdppc1992,gdppc1993,gdppc1994,gdppc1995,gdppc1996,gdppc1997,gdppc1998,gdppc1999,gdppc2000,gdppc2001,gdppc2002,gdppc2003,gdppc2004,gdppc2005,gdppc2006,gdppc2007,gdppc2008,gdppc2009,gdppc2010,gdppc2011,gdppc2012,gdppc2013,gdppc2014,gdppc2015,gdppc2016,gdppc2017,gdppc2018,gdppc2019,gdppc2020,gdppc2021,gdppc2022,gdppc2023,gdppc2024
410,Saucarí,Oruro,5,2074.0,2403.0,2426.0,2654.0,2995.0,3185.0,3606.0,4213.0,4579.0,4585.0,4403.0,4740.0,4885.0,5122.0,4333.0,4954.0,5381.0,4806.0,6465.0,6294.0,6485.0,4235.0,3983.0,4451.0,5036.0,5020.0,5297.0,5636.0,5996.0,6282.0,5780.0,6794.0,7370.0,7997.0,6810.0
411,Tomás Barrón,Oruro,5,1910.0,2133.0,2273.0,2435.0,2785.0,2827.0,3019.0,3479.0,3756.0,4132.0,4424.0,4374.0,5804.0,5748.0,5739.0,6403.0,6514.0,5275.0,5481.0,5868.0,5951.0,4185.0,3962.0,4475.0,4761.0,4724.0,5090.0,5500.0,5944.0,6070.0,5855.0,6683.0,7585.0,7992.0,6784.0
412,Sud Carangas,Oruro,5,1885.0,2085.0,2114.0,2252.0,2680.0,2834.0,3088.0,3506.0,3780.0,3740.0,3828.0,3831.0,3929.0,4137.0,4041.0,4217.0,4388.0,4361.0,5046.0,5192.0,5172.0,3519.0,3427.0,3868.0,4188.0,4094.0,4410.0,4656.0,5023.0,5191.0,4931.0,5571.0,6111.0,6591.0,5575.0
413,San Pedro de Totora,Oruro,5,1878.0,2025.0,2067.0,2262.0,2623.0,2860.0,3051.0,3552.0,3744.0,3765.0,3801.0,3784.0,4142.0,4111.0,3975.0,4394.0,4518.0,4502.0,5416.0,5477.0,5582.0,3466.0,3501.0,3989.0,4251.0,4123.0,4423.0,4833.0,5563.0,5722.0,5112.0,5869.0,6589.0,6959.0,5610.0
414,Sebastián Pagador,Oruro,5,1973.0,2226.0,2268.0,2530.0,2884.0,3157.0,3324.0,3776.0,4012.0,4000.0,4012.0,4222.0,4483.0,4481.0,4284.0,4453.0,4596.0,4600.0,5259.0,5602.0,5907.0,3780.0,3902.0,4371.0,4797.0,4738.0,4953.0,5066.0,5207.0,5456.0,5361.0,5967.0,6628.0,6793.0,6938.0
415,Mejillones,Oruro,5,2496.0,2793.0,2857.0,3046.0,3581.0,3802.0,4071.0,4687.0,4952.0,4926.0,4886.0,5055.0,5170.0,5411.0,4183.0,4416.0,4535.0,4522.0,5037.0,5170.0,5216.0,3488.0,3485.0,3850.0,4165.0,4237.0,4479.0,4712.0,5201.0,5464.0,5089.0,5749.0,6364.0,6701.0,5875.0
416,Nor Carangas,Oruro,5,2021.0,2200.0,2276.0,2479.0,2797.0,3000.0,3361.0,3685.0,3967.0,4159.0,4067.0,4076.0,4626.0,5081.0,4809.0,5087.0,5173.0,5013.0,5998.0,6016.0,6364.0,4213.0,4138.0,4814.0,5242.0,5157.0,5505.0,6310.0,6792.0,7175.0,6618.0,7728.0,8551.0,9001.0,7745.0
501,Tomás Frías,Potosí,7,1924.0,1935.0,2002.0,2213.0,2020.0,2048.0,2239.0,2161.0,2145.0,2323.0,2405.0,2473.0,2608.0,2767.0,2924.0,3187.0,3455.0,3971.0,5004.0,5510.0,5500.0,4295.0,4529.0,5180.0,6063.0,5917.0,5939.0,6589.0,6930.0,7327.0,6808.0,7665.0,8422.0,8608.0,8147.0
502,Rafael Bustillo,Potosí,7,1107.0,1122.0,1201.0,1247.0,1129.0,1138.0,1246.0,1406.0,1445.0,1527.0,1410.0,1645.0,1858.0,1945.0,2062.0,2216.0,2428.0,2675.0,3206.0,3060.0,3033.0,2779.0,2926.0,3205.0,3653.0,4179.0,4406.0,4311.0,5518.0,6165.0,4867.0,5828.0,6371.0,6789.0,6230.0
503,Cornelio Saavedra,Potosí,7,1093.0,1327.0,1330.0,1302.0,1173.0,1182.0,1225.0,1227.0,1084.0,1117.0,1654.0,1167.0,1224.0,1319.0,1343.0,1505.0,1635.0,1920.0,2206.0,2214.0,2289.0,2011.0,2906.0,3087.0,3531.0,3655.0,2868.0,3863.0,3474.0,3323.0,3101.0,3490.0,3874.0,3416.0,4396.0
504,Chayanta,Potosí,7,1094.0,1174.0,1231.0,1266.0,1849.0,2100.0,2266.0,2087.0,2154.0,2348.0,2610.0,2630.0,2768.0,2944.0,3005.0,2961.0,3181.0,3374.0,4317.0,4904.0,4936.0,3625.0,3810.0,4498.0,2105.0,2397.0,2572.0,4783.0,5421.0,5055.0,4359.0,4676.0,5032.0,6299.0,6784.0
505,Charcas,Potosí,7,678.0,712.0,760.0,788.0,700.0,548.0,513.0,754.0,759.0,557.0,918.0,596.0,1060.0,1111.0,1130.0,1229.0,1349.0,1726.0,2025.0,2017.0,2096.0,2021.0,2072.0,2217.0,2494.0,3244.0,4001.0,2962.0,3429.0,3505.0,3384.0,3761.0,4048.0,4180.0,4620.0
506,Nor Chichas,Potosí,7,1208.0,1949.0,2075.0,2146.0,1919.0,1959.0,2147.0,2184.0,2226.0,2366.0,2444.0,2508.0,2586.0,3564.0,3794.0,4121.0,4420.0,5112.0,6468.0,7116.0,7124.0,5127.0,5265.0,4455.0,5252.0,5172.0,5387.0,5081.0,5181.0,5356.0,3236.0,3812.0,4224.0,4314.0,4853.0
507,Alonso de Ibáñez,Potosí,7,1341.0,1405.0,1314.0,1784.0,1641.0,1806.0,1959.0,2011.0,2034.0,2835.0,2979.0,3003.0,3173.0,3345.0,3538.0,3313.0,3549.0,4257.0,5313.0,5942.0,5883.0,4420.0,4819.0,5557.0,6663.0,6066.0,6854.0,5223.0,4176.0,4164.0,4260.0,4841.0,5159.0,6645.0,7486.0
508,Sud Chichas,Potosí,7,1100.0,1234.0,1351.0,1438.0,1279.0,1177.0,1096.0,1503.0,1511.0,1640.0,1636.0,1818.0,1495.0,1601.0,1682.0,1846.0,1756.0,2321.0,2810.0,2640.0,2652.0,2208.0,3247.0,3749.0,4046.0,5487.0,5935.0,6055.0,6536.0,6288.0,5796.0,6824.0,7887.0,8061.0,8746.0
509,Nor Lípez,Potosí,7,1064.0,1179.0,1257.0,1374.0,1244.0,1282.0,1388.0,1431.0,1443.0,1546.0,1584.0,1500.0,1657.0,1763.0,1806.0,1972.0,2127.0,2582.0,3847.0,4270.0,5331.0,4098.0,4703.0,5389.0,5839.0,5841.0,6496.0,6265.0,5372.0,4953.0,4685.0,5355.0,5930.0,6240.0,6718.0
510,Sud Lípez,Potosí,7,1290.0,1407.0,1494.0,1615.0,1448.0,1531.0,1646.0,1689.0,1720.0,1833.0,1891.0,1892.0,2100.0,2245.0,2363.0,2614.0,2809.0,3286.0,4149.0,4470.0,4484.0,3558.0,3690.0,4120.0,4825.0,4833.0,5146.0,4480.0,5004.0,5100.0,4763.0,5315.0,6009.0,6006.0,6651.0
511,José María Linares,Potosí,7,1488.0,1590.0,1721.0,1760.0,1613.0,1646.0,1641.0,1857.0,1899.0,1844.0,1956.0,1789.0,2037.0,2169.0,2310.0,2459.0,2633.0,3069.0,4000.0,4490.0,4527.0,3380.0,3958.0,4616.0,5383.0,3488.0,3820.0,3195.0,3606.0,4299.0,4332.0,4974.0,5226.0,5173.0,5648.0
512,Antonio Quijarro,Potosí,7,1127.0,1234.0,1288.0,1312.0,1206.0,1242.0,1272.0,1351.0,1379.0,1498.0,1563.0,1573.0,1399.0,1520.0,1748.0,1722.0,1684.0,2002.0,2804.0,3157.0,3215.0,1979.0,1845.0,2108.0,2426.0,2221.0,3065.0,5799.0,4581.0,3975.0,3996.0,4744.0,4989.0,5345.0,6227.0
513,Bilbao,Potosí,7,637.0,677.0,810.0,813.0,725.0,799.0,871.0,841.0,898.0,929.0,965.0,929.0,967.0,984.0,1438.0,1493.0,1450.0,1901.0,2355.0,2529.0,2492.0,2024.0,2173.0,2337.0,3284.0,3255.0,3582.0,2923.0,3293.0,3624.0,3271.0,3930.0,4420.0,4556.0,5079.0
514,Daniel Campos,Potosí,7,976.0,1067.0,1130.0,1267.0,1076.0,1160.0,1277.0,1240.0,1254.0,1356.0,1398.0,1455.0,1553.0,1650.0,1745.0,1942.0,2065.0,2471.0,3112.0,3299.0,3243.0,2659.0,2700.0,2961.0,3505.0,3593.0,4011.0,3305.0,3052.0,3181.0,3068.0,3372.0,3594.0,3722.0,4846.0
515,Modesto Omiste,Potosí,7,1424.0,1629.0,1752.0,1879.0,1685.0,1816.0,1836.0,1917.0,1948.0,2090.0,2041.0,2132.0,2145.0,2351.0,2386.0,2685.0,2934.0,3628.0,4523.0,4770.0,3481.0,3726.0,2941.0,3492.0,3860.0,3754.0,3946.0,4721.0,5114.0,4667.0,4076.0,4203.0,4372.0,4407.0,4759.0
516,Enrique Baldivieso,Potosí,7,1260.0,1382.0,1468.0,1578.0,1420.0,1461.0,1593.0,1656.0,1682.0,1788.0,1867.0,1918.0,2114.0,2263.0,2405.0,2604.0,2788.0,3254.0,4110.0,4449.0,4532.0,3530.0,3689.0,4123.0,4854.0,4731.0,5252.0,4627.0,5051.0,5251.0,4792.0,5419.0,5849.0,5937.0,6535.0
601,Cercado,Tarija,9,3849.0,3690.0,3291.0,3489.0,3872.0,3611.0,3737.0,5009.0,5518.0,5200.0,4140.0,4147.0,4730.0,5599.0,6892.0,9332.0,10888.0,10554.0,11745.0,12054.0,12691.0,7265.0,7641.0,8428.0,9547.0,9897.0,10189.0,12135.0,12589.0,12577.0,11374.0,13657.0,15203.0,15866.0,16287.0
602,Arce,Tarija,9,1964.0,2050.0,1818.0,1947.0,2025.0,2100.0,2114.0,3293.0,2399.0,2385.0,2993.0,3478.0,4591.0,5013.0,6398.0,7902.0,7475.0,9045.0,8273.0,7951.0,8303.0,4859.0,5456.0,6255.0,6436.0,6651.0,7329.0,7689.0,7797.0,7517.0,7285.0,7801.0,8489.0,8629.0,8675.0
603,Gran Chaco,Tarija,9,2296.0,2692.0,3270.0,3051.0,2804.0,2992.0,3201.0,2671.0,3048.0,3065.0,4720.0,5524.0,5669.0,6424.0,6980.0,7989.0,8184.0,9794.0,9923.0,8585.0,9276.0,5711.0,6312.0,7015.0,6884.0,6444.0,7025.0,7233.0,7913.0,8912.0,7437.0,7621.0,8088.0,8769.0,8878.0
604,Avilés,Tarija,9,2459.0,2598.0,2333.0,2183.0,2265.0,2208.0,2249.0,2028.0,2563.0,2369.0,2858.0,2884.0,3834.0,4384.0,5482.0,8554.0,7640.0,9268.0,8688.0,8196.0,9108.0,4520.0,5666.0,7591.0,8800.0,9500.0,10445.0,10312.0,10699.0,10763.0,10078.0,10132.0,10679.0,11358.0,11559.0
605,Méndez,Tarija,9,1693.0,2022.0,1700.0,2116.0,2165.0,2036.0,2030.0,2325.0,3047.0,3323.0,3332.0,3378.0,4703.0,4933.0,6135.0,6754.0,6972.0,8347.0,8335.0,8173.0,8779.0,5645.0,6170.0,6819.0,6515.0,6578.0,6703.0,7276.0,7521.0,7239.0,7184.0,8190.0,8647.0,9013.0,9039.0
606,O'Connor,Tarija,9,1799.0,2553.0,2492.0,2128.0,2093.0,2317.0,2306.0,2583.0,2627.0,2456.0,2428.0,2535.0,3460.0,3921.0,5336.0,6960.0,7420.0,8626.0,8065.0,8301.0,8417.0,4567.0,5394.0,6327.0,6400.0,6721.0,7151.0,8043.0,8492.0,8264.0,7993.0,8430.0,9054.0,9515.0,9965.0
701,Andrés Ibáñez,Santa Cruz,8,3439.0,3680.0,3960.0,4375.0,4575.0,4502.0,4702.0,4924.0,5304.0,5088.0,5314.0,5510.0,5391.0,5437.0,5601.0,5898.0,6062.0,6195.0,6509.0,6562.0,6801.0,8939.0,9613.0,10722.0,11433.0,11537.0,12229.0,13596.0,14011.0,14147.0,12856.0,14527.0,15963.0,16754.0,17007.0
702,Warnes,Santa Cruz,8,2790.0,2555.0,2098.0,1857.0,1926.0,2158.0,2441.0,2843.0,3238.0,3428.0,3508.0,3679.0,3767.0,3883.0,4107.0,4032.0,4385.0,4712.0,3940.0,3971.0,4115.0,6019.0,6669.0,7243.0,7817.0,8348.0,9027.0,10962.0,12731.0,13016.0,11631.0,13777.0,13409.0,13559.0,13705.0
703,Velasco,Santa Cruz,8,2134.0,2377.0,2084.0,1741.0,2049.0,2124.0,2229.0,2440.0,3005.0,2520.0,2824.0,2737.0,2851.0,2913.0,3316.0,3547.0,3926.0,3883.0,3690.0,3642.0,3566.0,4778.0,5521.0,6111.0,6436.0,6287.0,6175.0,6576.0,7488.0,8000.0,6787.0,7875.0,9170.0,9285.0,9895.0
704,Ichilo,Santa Cruz,8,2094.0,2287.0,1874.0,1547.0,1725.0,1889.0,2327.0,2390.0,2980.0,2655.0,2567.0,2693.0,2763.0,2891.0,2977.0,3199.0,3552.0,3589.0,3391.0,3504.0,3346.0,5151.0,5674.0,5966.0,6411.0,5883.0,5816.0,7126.0,8122.0,8148.0,6929.0,7778.0,8867.0,9024.0,9355.0
705,Chiquitos,Santa Cruz,8,2441.0,2628.0,2098.0,1786.0,1876.0,2133.0,2135.0,2257.0,2684.0,2226.0,2578.0,2651.0,2683.0,2828.0,2980.0,3054.0,3316.0,3661.0,3456.0,3426.0,3149.0,4607.0,5204.0,7065.0,7145.0,7389.0,7115.0,7969.0,8039.0,8263.0,7199.0,8286.0,9180.0,9379.0,9896.0
706,Sara,Santa Cruz,8,2312.0,2305.0,1851.0,1572.0,1714.0,2057.0,2309.0,2473.0,3071.0,2542.0,2737.0,2771.0,2759.0,2681.0,2813.0,3290.0,3578.0,4261.0,4078.0,3701.0,3708.0,4487.0,4241.0,5134.0,5184.0,5480.0,5715.0,7110.0,8273.0,8342.0,6922.0,7288.0,8166.0,9159.0,9311.0
707,Cordillera,Santa Cruz,8,3135.0,3484.0,3249.0,2722.0,1946.0,2564.0,2804.0,3039.0,3447.0,2890.0,2707.0,2253.0,2328.0,2297.0,2341.0,2357.0,2606.0,2607.0,2668.0,2874.0,2909.0,4225.0,4932.0,5812.0,6523.0,7169.0,7505.0,8714.0,8760.0,9112.0,7748.0,9343.0,10553.0,11953.0,12425.0
708,Vallegrande,Santa Cruz,8,2332.0,2418.0,2094.0,1744.0,1880.0,2295.0,2157.0,2238.0,2801.0,2273.0,2384.0,2380.0,2267.0,2362.0,2441.0,2576.0,2819.0,2883.0,2989.0,2940.0,2813.0,4214.0,4575.0,5392.0,7150.0,7125.0,7068.0,8126.0,8332.0,8232.0,7286.0,8024.0,9201.0,9628.0,9824.0
709,Florida,Santa Cruz,8,2368.0,2320.0,1908.0,1710.0,1973.0,2187.0,2268.0,2375.0,2674.0,2588.0,2539.0,2609.0,2520.0,2721.0,2780.0,2681.0,2953.0,3094.0,2971.0,2882.0,2868.0,4152.0,4553.0,4695.0,5396.0,5477.0,5881.0,7262.0,8404.0,7336.0,5982.0,7324.0,8256.0,9938.0,10267.0
710,Obispo Santistevan,Santa Cruz,8,2250.0,2188.0,1961.0,1658.0,2063.0,2502.0,2589.0,2354.0,2594.0,2373.0,2647.0,2605.0,2674.0,2786.0,2780.0,2989.0,3468.0,3640.0,3383.0,3474.0,3354.0,4710.0,5584.0,6155.0,6486.0,6916.0,6805.0,7761.0,7380.0,8026.0,8120.0,9232.0,9827.0,9944.0,10819.0
711,Ñuflo de Chávez,Santa Cruz,8,1989.0,2177.0,1899.0,1577.0,1817.0,2041.0,2004.0,1989.0,2319.0,1888.0,1817.0,1771.0,1847.0,1966.0,2342.0,2288.0,2520.0,2751.0,2611.0,2460.0,2404.0,3368.0,3818.0,4619.0,5301.0,5389.0,6021.0,6954.0,8645.0,11574.0,9744.0,11667.0,13100.0,14518.0,15428.0
712,Ángel Sandoval,Santa Cruz,8,2351.0,2620.0,2071.0,1731.0,1851.0,2057.0,2012.0,2334.0,2816.0,2412.0,2469.0,2452.0,2471.0,2585.0,2698.0,2865.0,3036.0,3264.0,3056.0,3127.0,3052.0,4066.0,4510.0,5488.0,7294.0,6987.0,7132.0,8060.0,8320.0,8590.0,7118.0,8270.0,9402.0,9556.0,10122.0
713,Manuel María Caballero,Santa Cruz,8,2166.0,2283.0,1847.0,1397.0,1918.0,2197.0,2037.0,2062.0,2742.0,2227.0,2218.0,2264.0,2207.0,3361.0,3358.0,3433.0,3968.0,4310.0,4111.0,4161.0,4234.0,5151.0,6330.0,7365.0,5559.0,6896.0,6708.0,7568.0,7843.0,8170.0,7035.0,7980.0,8869.0,9039.0,9579.0
714,Germán Busch,Santa Cruz,8,2463.0,2683.0,2184.0,1824.0,1957.0,2107.0,2273.0,2491.0,2951.0,2665.0,2489.0,2794.0,2575.0,2265.0,2358.0,2296.0,2464.0,2884.0,3168.0,3044.0,3141.0,3798.0,3890.0,4401.0,5171.0,4948.0,5375.0,5126.0,7820.0,7175.0,5673.0,6609.0,7692.0,8455.0,8772.0
715,Guarayos,Santa Cruz,8,2200.0,2407.0,2111.0,1727.0,1857.0,2082.0,2097.0,2188.0,2661.0,1955.0,2104.0,2343.0,3628.0,3684.0,2666.0,2346.0,2552.0,3005.0,2579.0,2971.0,3082.0,3610.0,4306.0,5087.0,5667.0,5628.0,6205.0,7341.0,9233.0,8929.0,8286.0,9549.0,10719.0,12114.0,12776.0
801,Cercado,Beni,1,2560.0,2544.0,2582.0,2720.0,2906.0,2805.0,2857.0,3155.0,3222.0,4012.0,3688.0,4260.0,3719.0,3729.0,3324.0,3951.0,4686.0,3922.0,4121.0,3724.0,3952.0,4924.0,5368.0,5869.0,5619.0,5788.0,6000.0,7534.0,7752.0,8126.0,6354.0,6944.0,7592.0,8331.0,8692.0
802,Vaca Díez,Beni,1,2426.0,2380.0,2453.0,2582.0,2704.0,2898.0,3039.0,3120.0,3229.0,3219.0,3435.0,3299.0,3504.0,3516.0,3849.0,3794.0,4381.0,4726.0,4936.0,4856.0,4557.0,3994.0,4366.0,4936.0,5482.0,5483.0,5999.0,6183.0,6756.0,6611.0,6563.0,7360.0,7888.0,8506.0,8269.0
803,José Ballivián,Beni,1,1485.0,1509.0,1527.0,1480.0,1339.0,1330.0,1401.0,1534.0,1425.0,1659.0,1809.0,1966.0,1776.0,1809.0,2265.0,2019.0,1449.0,1891.0,1868.0,3166.0,3964.0,3888.0,4122.0,4801.0,5205.0,5374.0,5627.0,6456.0,6643.0,6824.0,6319.0,7395.0,8192.0,8458.0,8472.0
804,Yacuma,Beni,1,1790.0,1778.0,1515.0,1627.0,1836.0,1821.0,1870.0,1916.0,2101.0,2146.0,2870.0,2230.0,3151.0,3183.0,2594.0,2647.0,3118.0,3183.0,3516.0,3626.0,3886.0,3177.0,3554.0,4190.0,5026.0,4963.0,5024.0,5013.0,5066.0,5313.0,6098.0,7312.0,8246.0,6923.0,8643.0
805,Moxos,Beni,1,1910.0,1923.0,1957.0,2030.0,2105.0,2088.0,1953.0,2583.0,2654.0,2563.0,2208.0,2781.0,2811.0,2804.0,2667.0,3219.0,3717.0,3857.0,3683.0,3424.0,3966.0,3407.0,3296.0,3698.0,4287.0,4289.0,4173.0,4726.0,5211.0,5288.0,4439.0,5641.0,6294.0,6540.0,7075.0
806,Marbán,Beni,1,4952.0,5023.0,3870.0,3917.0,3278.0,3305.0,3672.0,3948.0,4128.0,3180.0,3386.0,3248.0,3406.0,3428.0,4000.0,3792.0,4411.0,4954.0,5103.0,5072.0,5466.0,4491.0,4984.0,5437.0,6186.0,6075.0,6192.0,6801.0,7162.0,7458.0,6743.0,8201.0,9152.0,9233.0,9504.0
807,Mamoré,Beni,1,1988.0,2031.0,1879.0,1979.0,2040.0,2088.0,2210.0,2344.0,2456.0,2565.0,2646.0,2476.0,2598.0,2669.0,3016.0,2916.0,3315.0,3897.0,3837.0,4158.0,4547.0,3455.0,3979.0,4220.0,4935.0,4773.0,4845.0,5360.0,5105.0,5394.0,5099.0,5836.0,6765.0,6489.0,7282.0
808,Iténez,Beni,1,1970.0,1971.0,1700.0,1637.0,1693.0,2159.0,1990.0,1655.0,1738.0,1917.0,2079.0,1860.0,1919.0,1963.0,2309.0,2064.0,2445.0,2774.0,2999.0,3257.0,2519.0,2666.0,2996.0,3101.0,3264.0,3253.0,3330.0,3524.0,3376.0,3812.0,3480.0,4243.0,4921.0,4783.0,5149.0
901,Nicolás Suárez,Pando,6,2975.0,3024.0,2998.0,3224.0,3512.0,3611.0,3701.0,4031.0,4539.0,4783.0,5306.0,5482.0,5466.0,5078.0,4944.0,5218.0,5458.0,6078.0,6210.0,5979.0,6161.0,4958.0,6412.0,7297.0,7991.0,8333.0,8903.0,9574.0,9513.0,9442.0,8808.0,10417.0,11737.0,12189.0,12550.0
902,Manuripi,Pando,6,3637.0,3625.0,3500.0,3794.0,4249.0,4466.0,4612.0,5067.0,5633.0,5101.0,5556.0,5782.0,5670.0,5688.0,5955.0,5965.0,6143.0,6208.0,6662.0,6246.0,6449.0,5143.0,4765.0,5698.0,6041.0,6082.0,6507.0,7854.0,8832.0,7982.0,6937.0,8786.0,9416.0,9846.0,10164.0
903,Madre de Dios,Pando,6,3763.0,3764.0,3823.0,4133.0,4477.0,4507.0,4601.0,4623.0,4884.0,5349.0,5912.0,5720.0,5656.0,5342.0,5511.0,5630.0,5889.0,5720.0,6192.0,6768.0,6463.0,5080.0,4020.0,4329.0,4316.0,4256.0,4162.0,5248.0,5886.0,5894.0,5008.0,5725.0,6244.0,6839.0,7726.0
904,Abuná,Pando,6,1321.0,1447.0,1464.0,1164.0,1201.0,1852.0,1882.0,1761.0,1908.0,2342.0,1594.0,2697.0,1935.0,2592.0,3729.0,3662.0,3830.0,5631.0,5684.0,5331.0,5489.0,4750.0,4114.0,3956.0,4070.0,4102.0,4450.0,5269.0,5973.0,5843.0,5083.0,6031.0,6294.0,7036.0,6289.0
905,Federico Román,Pando,6,3839.0,3631.0,3616.0,3957.0,3981.0,3929.0,4062.0,4498.0,6080.0,6604.0,7462.0,7551.0,7299.0,7025.0,7098.0,7340.0,7561.0,8837.0,8842.0,8206.0,8571.0,5539.0,4907.0,5262.0,5248.0,3981.0,4006.0,5184.0,6915.0,11802.0,10249.0,7447.0,7067.0,7747.0,6300.0
